10000	0.013716
8824.97	0.01391
7969.21	0.014092
7261.49	0.014276
6716.62	0.014463
6156.97	0.014726
5632.68	0.014978
5096.66	0.015327
4644.04	0.015699
4240.09	0.016128
3898.47	0.01657
3591.55	0.017057
3322.06	0.017559
3063.58	0.018276
2836.54	0.019041
2615.84	0.020017
2426.83	0.021086
2276.38	0.022189
2099.26	0.023655
1949.52	0.025345
1815.91	0.027183
1681.33	0.029447
1559.84	0.031995
1441.36	0.035149
1322.58	0.039157
1220.89	0.043536
1134.94	0.048115
1067.78	0.053016
960.393	0.062277
874.229	0.072139
792.619	0.08491
719.346	0.100042
660.068	0.116465
611.15	0.134235
562.473	0.156897
522.875	0.179934
486.065	0.20656
450.493	0.238792
417.942	0.276053
377.037	0.338185
347.701	0.396864
320.648	0.465259
293.05	0.557016
269.709	0.661556
242.34	0.830971
225.731	0.972233
205.068	1.20543
189.491	1.45476
176.327	1.74864
165.727	2.04795
154.832	2.46413
148.019	2.82029
140.098	3.34291
133.132	3.95445
127.656	4.67319
122.651	5.56693
118.432	6.68485
114.817	7.95534
111.982	9.31704
109.546	10.7493
107.377	12.464
105.356	14.6266
103.373	17.1131
101.63	20.264
100.017	24.043
98.5285	29.1614
96.8677	35.6178
95.4255	43.8971
94.2872	53.0295
93.0694	63.9978
91.8674	80.4672
91.0443	98.5782
90.1384	121.735
89.4201	149.134
88.8852	186.019
88.3535	229.947
88.0888	267.161
88.0008	303.339
