8602.47	0.025797
7381.97	0.03021
7264.8	0.030786
6979.93	0.032002
6639.5	0.033799
6334.64	0.035591
5847.59	0.038997
5496.03	0.041888
5170.78	0.044993
4830.84	0.048909
4554.05	0.052483
4149.6	0.059303
3830.55	0.065823
3582.3	0.072122
3313.49	0.080369
3098.75	0.088675
2877.71	0.098815
2565.08	0.117576
2363.12	0.133651
2161.88	0.15405
1987.69	0.176683
1825.71	0.203247
1715.95	0.225815
1568.25	0.263403
1478.4	0.29207
1402.08	0.321933
1303.37	0.367768
1217.68	0.418047
1129.69	0.482334
1054.37	0.549366
969.419	0.646566
915.705	0.727696
854.649	0.837934
803.267	0.954386
743.734	1.12436
698.322	1.28062
649.808	1.48786
610.131	1.69969
577.478	1.91677
551.515	2.13596
527.246	2.35669
498.032	2.69758
470.907	3.07859
446.151	3.48906
425.666	3.94642
408.975	4.38898
393.331	4.90061
377.908	5.49912
363.816	6.1158
351.653	6.77467
337.864	7.64751
328.535	8.49668
319.782	9.46831
313.45	10.3435
304.795	11.8161
298.759	13.1673
291.966	14.7902
285.327	16.8791
279.677	19.0727
273.317	22.0495
266.569	26.0799
262.075	29.7339
257.657	34.7178
253.567	39.3077
249.792	45.3974
246.073	54.5017
242.894	63.637
239.517	76.3992
236.187	91.6296
232.671	113.784
229.666	135.926
227.153	161.733
224.443	196.692
222.21	237.314
220.439	280.971
218.683	330.684
216.94	414.326
215.858	496.923
215.642	566.546
215.211	600.146
