10000	0.022682
9342.6	0.023845
8745.9	0.025345
8041.25	0.027401
7497.61	0.029506
6969.79	0.031868
6453.26	0.034764
6029.02	0.037697
5649.6	0.040878
5299.35	0.044504
4990.74	0.048356
4657.99	0.053549
4413.13	0.058183
4164.45	0.063662
3981.21	0.068895
3977.23	0.069172
3616.78	0.081092
3259.54	0.097474
2967.1	0.115421
2687.43	0.139155
2483.29	0.162974
2313.09	0.189349
2128.86	0.226239
1933.99	0.277159
1762.24	0.337509
1591.35	0.422248
1451.48	0.519358
1346.6	0.617448
1245.56	0.742925
1145.2	0.915614
1069.92	1.09509
1004.59	1.29931
950.837	1.52629
905.369	1.78575
857.776	2.09141
815.942	2.49887
784.733	2.92075
756.228	3.40363
730.948	3.98223
708.637	4.61283
688.381	5.30072
669.374	6.15241
650.892	7.2127
632.919	8.68714
617.293	10.2763
605.069	12.0232
594.87	14.1518
586.014	16.7073
578.445	19.3529
569.833	23.0541
562.473	27.3262
555.208	33.6781
549.684	39.1283
542.584	46.0095
530.778	53.0825
520.268	62.1685
507.93	73.9101
492.425	89.6443
476.441	109.382
462.36	128.747
446.011	153.523
430.67	181.789
418.36	208.065
404.375	239.332
392.424	279.178
384.654	321.453
378.17	371.241
373.659	424.899
371.424	498.126
371.052	601.155
