name,size,strands,diameter,weight,strength
12006xd0y,6M,6,0.835,255,6000
12012xD0y,6M,12,0.835,255,6000
12024xD0y,6M,24,0.835,255,6000
12036xD0y,6M,36,0.835,255,6000
12048xD0y,6M,48,0.835,255,6000
12072xD0y,6M,72,0.865,271,6000
12096xD0y,6M,96,0.935,296,6000
12144xD0y,6M,144,1.065,353,6000
12192xD0y,6M,192,1.065,348,6000
12216xD0y,6M,216,1.065,348,6000
12288xD0y,6M,288,1.175,399,6000
12432xD0y,6M,432,1.285,444.7,6000
