196.2812	0.1288
169.9753	0.1389
138.2681	0.1583
112.0075	0.1845
94.5988	0.2073
81.8352	0.2339
71.3122	0.2638
63.0563	0.297
56.2231	0.3322
51.5619	0.3642
47.5342	0.401
43.4572	0.4425
39.4821	0.5055
37.0104	0.5513
34.8021	0.6064
32.4537	0.6783
30.5173	0.7548
28.9369	0.824
26.8719	0.9325
25.6135	1.0127
24.1355	1.1376
22.5304	1.2847
20.8573	1.485
19.1081	1.785
17.9119	2.0698
16.9489	2.3698
15.6903	2.8007
14.6621	3.3276
13.8449	3.8995
13.1278	4.4884
12.6706	4.9105
11.7174	6.0734
11.157	6.9684
10.6234	8.2618
10.1259	9.3696
9.8963	10.0788
