1512.6618	0.1325
1348.9707	0.1426
1151.059	0.1576
977.037	0.1778
841.6141	0.1961
722.6799	0.2194
627.7671	0.2445
549.3453	0.273
488.87	0.303
441.0356	0.339
402.9301	0.364
365.8036	0.3996
336.6653	0.4383
313.7795	0.4736
289.0888	0.5161
271.7116	0.5595
248.2357	0.6294
233.3142	0.6881
218.3699	0.7758
205.4594	0.8454
196.5895	0.9164
187.5106	0.9777
181.1203	1.0464
170.2331	1.12
158.8278	1.2613
149.5947	1.3586
141.9384	1.4525
137.6786	1.522
132.2897	1.6169
124.5993	1.7379
118.3466	1.8541
111.1159	2.0356
103.8895	2.2159
96.2188	2.493
90.8159	2.7574
85.357	3.0338
81.2441	3.3061
77.2482	3.6724
73.3717	3.8931
69.0338	4.4171
66.2621	4.8034
62.4756	5.4616
60.2198	6.0538
56.4218	7.0235
54.3275	7.843
51.8185	9.0416
50.0526	10.1504
49.2699	10.8407
48.6015	11.2629
