name,size,strands,diameter,weight,strength
12006xd0y,16M,6,1.085,483,18000
12012xD0y,16M,12,1.085,483,18000
12024xD0y,16M,24,1.085,483,18000
12036xD0y,16M,36,1.085,483,18000
12048xD0y,16M,48,1.085,483,18000
12072xD0y,16M,72,1.115,499,18000
12096xD0y,16M,96,1.185,524,18000
12144xD0y,16M,144,1.315,581,18000
12192xD0y,16M,192,1.315,576,18000
12216xD0y,16M,216,1.315,576,18000
12288xD0y,16M,288,1.425,627,18000
12432xD0y,16M,432,1.535,672.7,18000
