name,size,strands,diameter,weight,strength
DT-60,16M,6,1.085,483,18000
DT-72,16M,12,1.085,483,18000
DT-92,16M,24,1.085,483,18000
DT-120,16M,36,1.085,483,18000
DT-144,16M,48,1.085,483,18000
DT-216,16M,72,1.115,499,18000
DT-240,16M,96,1.185,524,18000
DT-288,16M,144,1.315,581,18000
