name,size,strands,diameter,weight,strength
DT-60,6M,6,0.835,255,6000
DT-72,6M,12,0.835,255,6000
DT-92,6M,24,0.835,255,6000
DT-120,6M,36,0.835,255,6000
DT-144,6M,48,0.835,255,6000
DT-216,6M,72,0.865,271,6000
DT-240,6M,96,0.935,296,6000
DT-288,6M,144,1.065,353,6000
