10000	0.014106
9121.05	0.014276
8386.18	0.014448
7535.2	0.014726
6845.45	0.014993
6268.8	0.01525
5769.5	0.015512
5304.66	0.015888
4896.81	0.016291
4533.91	0.016787
4240.09	0.017246
3989.18	0.017736
3756.87	0.018349
3523.96	0.019098
3292.3	0.020037
3091.28	0.02098
2862.18	0.022367
2668.68	0.02375
2448.77	0.025831
2224.62	0.028377
2041.3	0.031019
1890.01	0.033974
1715.29	0.038114
1591.35	0.042039
1437.04	0.048501
1343.91	0.053763
1209.96	0.063029
1108.03	0.072645
1002.59	0.08508
886.555	0.104961
815.942	0.121218
748.703	0.141541
694.605	0.161999
633.553	0.192211
579.024	0.227373
521.831	0.276053
474.064	0.332152
432.397	0.398056
393.603	0.478949
356.86	0.585575
325.494	0.712368
302.579	0.835136
278.758	1.00184
262	1.15816
246.989	1.33487
234.943	1.52019
222.148	1.76975
210.891	2.04795
198.61	2.4445
188.358	2.86005
178.813	3.39004
171.63	3.91902
165.231	4.51697
160.347	5.13892
155.453	6.01252
150.859	7.07695
146.84	8.20582
142.5	9.71669
138.427	11.6213
135.279	13.7061
131.413	17.1473
127.912	21.755
125.505	26.0977
123.266	31.7803
121.188	39.4426
119.503	47.2687
117.489	59.4924
116.32	69.5363
115.162	82.6694
114.016	98.4796
112.769	121.249
111.759	148.094
110.868	176.947
110.095	215.907
109.655	259.524
108.999	305.47
