1517.4375	0.0596
1304.368	0.0641
1084.1443	0.0715
930.9366	0.0793
806.9749	0.0855
716.6307	0.0945
620.5531	0.1045
544.1748	0.1144
475.1959	0.1274
428.6994	0.1389
379.108	0.1556
340.2214	0.1745
317.0939	0.1881
293.3728	0.2009
267.1819	0.2239
249.8057	0.2422
230.8756	0.2727
221.3732	0.2935
207.1937	0.3236
195.3541	0.3571
186.7241	0.3929
180.3606	0.4214
172.5743	0.4554
162.884	0.5047
154.71	0.5448
147.1008	0.5856
139.1329	0.6416
130.2211	0.6977
123.297	0.7459
115.0363	0.7983
107.1038	0.8663
100.349	0.9401
95.6141	1.0008
90.8159	1.0803
84.8205	1.1785
79.8897	1.3007
75.8806	1.4387
71.1697	1.6237
68.1688	1.7657
65.0206	1.9739
61.8876	2.2207
58.7819	2.5519
56.0673	2.8862
54.499	3.2367
53.1977	3.6144
52.1462	3.9055
50.7943	4.352
49.7903	4.778
48.8061	4.9065
