9896.573	0.0133
9896.573	0.0101
460.9533	0.0101
460.9533	0.0101
460.9533	0.0101
437.6063	0.0112
412.4297	0.0127
384.6817	0.0146
356.9406	0.017
330.1687	0.0199
301.6187	0.0239
278.4167	0.0279
252.4976	0.0339
231.3844	0.0404
211.1567	0.0482
190.5065	0.059
172.7714	0.0712
153.7827	0.0892
140.1932	0.1067
128.2037	0.1271
117.1178	0.1495
108.3336	0.1754
95.529	0.2243
86.3661	0.2762
78.0008	0.3372
71.4786	0.4075
65.0945	0.4961
59.0345	0.6179
54.3236	0.7452
50.1969	0.8913
46.6254	1.0715
43.3982	1.2709
39.7694	1.5764
37.3258	1.8504
34.9596	2.1788
34.3829	2.2526
30.6677	2.5389
27.4965	2.8886
24.8075	3.2693
22.7804	3.6279
20.1506	4.2231
17.7505	4.9674
15.4263	6.0032
13.8455	7.0246
12.3366	8.254
10.9579	9.8104
9.8453	11.5154
8.8732	13.5591
7.9062	16.2673
6.9645	20.2404
6.0589	25.4737
5.4324	31.0748
4.9575	36.9724
4.5006	44.7745
4.0944	54.7331
3.7326	67.818
3.3746	86.3355
3.1377	106.3096
2.9175	133.3799
2.7726	158.1993
2.6267	196.4279
2.5119	237.1374
2.4373	278.3525
2.4096	294.4412
2.3971	298.762
