8602.47	0.019591
8576.7	0.019591
7142.33	0.022203
5714.62	0.025694
4284.54	0.031404
2854.78	0.042517
2778.72	0.043499
2653.79	0.044993
2514.28	0.047097
2377.34	0.049397
2225.5	0.052483
2070.89	0.055983
1944.44	0.059599
1814.79	0.063827
1688.71	0.068627
1557.31	0.074822
1433.27	0.081819
1316.47	0.090364
1209.19	0.100199
1129.69	0.109243
1038.67	0.121978
967.482	0.134316
901.169	0.148343
838.563	0.164488
772.541	0.185496
721.752	0.206298
668.261	0.233572
623.08	0.261059
575.748	0.296749
541.134	0.329373
502.534	0.373289
465.755	0.426435
429.944	0.491524
398.08	0.562621
368.208	0.645282
325.591	0.811717
297.566	0.960091
272.226	1.14237
252.303	1.32592
235.244	1.52982
222.655	1.72007
209.269	1.96692
196.687	2.2425
183.023	2.65504
174.271	2.97339
164.286	3.42383
155.028	3.97396
148.949	4.44603
144.113	4.86665
138.601	5.3963
133.433	5.98955
128.2	6.79489
123.543	7.74691
119.772	8.71898
115.768	10.2209
112.234	11.8632
109.135	13.6875
106.44	16.0135
104.541	18.3116
102.471	21.4234
100.442	25.1138
98.552	29.178
97.3764	33.6315
95.8307	39.8978
94.5929	46.8172
93.3711	56.0946
92.627	65.9539
91.7971	77.3153
91.0656	91.9945
90.5208	108.702
90.0693	131.543
89.7098	152.982
88.8171	188.093
88.551	239.207
88.1093	309.699
88.0213	415.975
88.0213	527.965
88.0213	573.91
88.0213	600.146
